date,followers,username,tweet,lat,lon
Sun Jul 10 16:25:29 PDT 2016,308,di,Ок, тусим хд #andup #jisim #moscow @ Клуб Театръ https://t.co/xnxOYqrU7Y,55.76668,37.663708
Sun Jul 10 16:17:44 PDT 2016,213,Unpretty Lelouch,My dreams do come true #andupindahouse #andupinmoscow @ Клуб Театръ https://t.co/sWcC9qJuXY,55.76668,37.663708
Sun Jul 10 15:53:15 PDT 2016,270,your hot pink noona,💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖 @ Клуб Театръ https://t.co/MNPoXXxvqh,55.76668,37.663708
Tue Jul 12 14:54:36 PDT 2016,161,Андрей,#moscow #night @ Музеон Парк Искусств https://t.co/NUKYosTMTe,55.73628,37.6075
Tue Jul 12 14:49:36 PDT 2016,195,Катюшка Логинова,Just posted a photo @ Парк Скитские Пруды https://t.co/Y5xsEK4F5Z,56.3013,38.16415
Tue Jul 12 14:13:22 PDT 2016,754,Lada S. Eliseeva,My world! #LadaEliseeva #AboutTheDay @ Музей-заповедник «Коломенское»: коломенский парк https://t.co/2TbAG6yjTr,55.670723,37.67151
Tue Jul 12 14:11:00 PDT 2016,266499,Anton Nossik,#Котэ, резидент Обелиска Победы на Поклонной горе @ Парк Победы https://t.co/jLZlROiUs4,56.00985,37.21902
Tue Jul 12 14:06:56 PDT 2016,241,Maximov,Летнего заката вам в ленту 🌇 #nofilterneededforthisbeauty #iphoneonly @ Парк Горького ll Gorky Park https://t.co/yg9x5OryuU,55.73144,37.60337
Tue Jul 12 14:06:09 PDT 2016,133,anastasia lyapicheva,Bollywood party #komokcamp #лагерьмечты #комок #методист @ Парк Отель Воздвиженское https://t.co/uMFp5C9P6N,54.96324,37.4574
Tue Jul 12 14:05:35 PDT 2016,754,Lada S. Eliseeva,💗 @ Музей-заповедник «Коломенское»: коломенский парк https://t.co/PyriUNjBSI,55.670723,37.67151
Tue Jul 12 13:47:20 PDT 2016,335,больше не мент,Немножко #tb  Братик 🙈🙉 И какие-то левые чуваки на заднем плане @ Парк Победы на Поклонной горе https://t.co/jGRrtS8gcs,55.72919,37.5116
Tue Jul 12 13:44:02 PDT 2016,335,больше не мент,Немножко #tb  Братик 🙈🙉 И какие-то левые чуваки на заднем плане @ Парк Победы на Поклонной горе https://t.co/Nz00CoUsYz,55.72919,37.5116
Tue Jul 12 13:33:15 PDT 2016,33,mafuyu,Ох уж эта вечная привычка смотреть в сторону 🙃 @ Парк "Царицыно" https://t.co/Z2oGFlzhRX,55.617607,37.675777
Tue Jul 12 13:30:57 PDT 2016,33,mafuyu,Даже слов нет🙈❤️ @ Парк "Царицыно" https://t.co/yqb6PhesaO,55.617607,37.675777
Tue Jul 12 13:29:03 PDT 2016,33,mafuyu,Just posted a photo @ Парк "Царицыно" https://t.co/oaXyaY8rnF,55.617607,37.675777
Tue Jul 12 12:53:35 PDT 2016,104,Максим Василенко,Just posted a photo @ Жилой Комплекс "Парк Рублево" https://t.co/4QwaJrMftj,55.811108,37.38144
Tue Jul 12 12:52:31 PDT 2016,104,Максим Василенко,В офисе ))) @ Жилой Комплекс "Парк Рублево" https://t.co/2WfXFkkUOY,55.811108,37.38144
Tue Jul 12 12:51:19 PDT 2016,104,Максим Василенко,Съездил в комплекс - парк рублево 🌲☘🌳 @ Жилой Комплекс "Парк Рублево" https://t.co/zTF3OC6g5T,55.811108,37.38144
Tue Jul 12 12:42:07 PDT 2016,227,Malek,☁️☁️☁️☁️☁️☁️☁️☁️☁️ @ Парк "Царицыно" https://t.co/AoNNeAX2vR,55.617607,37.675777
Tue Jul 12 12:39:31 PDT 2016,123,Georgina Wheeler,прекрасный вечер в москве #gorkypark #moscow #nofilter @ Парк Горького https://t.co/nMLDERW7og,55.729813,37.60082
Tue Jul 12 12:29:52 PDT 2016,36,Горохова Екатерина,Когда необходимо продумать каждый свой шаг... #пандапарк @ Панда Парк Фили https://t.co/tYWhTnfaJ7,55.75054,37.48008
Tue Jul 12 12:19:05 PDT 2016,754,Lada S. Eliseeva,Brighter than the sun! 🌞 #LadaEliseeva @ Музей-заповедник «Коломенское»: коломенский парк https://t.co/o7XzR5l2X9,55.670723,37.67151
Tue Jul 12 12:03:56 PDT 2016,327,Евгения Трусова,I'm at Парк Декабрьского восстания in Москва https://t.co/MzlSCUGjwY,55.761074,37.56054
Tue Jul 12 12:03:50 PDT 2016,241,Maximov,Исследуя летний закатик🌆🌇 @ Парк Горького ll Gorky Park https://t.co/ngW0IcNbvp,55.73144,37.60337
Tue Jul 12 11:58:33 PDT 2016,834,Lena Firsova,Just posted a photo @ Парк "Царицыно" https://t.co/dVb9sLk7nL,55.617607,37.675777
Tue Jul 12 11:53:06 PDT 2016,834,Lena Firsova,Just posted a photo @ Парк "Царицыно" https://t.co/mluO98LXQ1,55.617607,37.675777
Tue Jul 12 11:49:32 PDT 2016,13,Питон,Уточки (@ Бутовский парк in Москва, Moscow) https://t.co/1H7xJxVdiG https://t.co/IH5hn4Xo2S,55.573574,37.572243
Tue Jul 12 11:49:18 PDT 2016,550,Die Schwuchtel,Lauf, Schenja, lauf! 🏃🏻 (@ Покровское-Стрешнево (природно-исторический парк) in Москва) https://t.co/YuJ6EAveFN https://t.co/9fmzkJtroA,55.82086,37.476425
Tue Jul 12 11:49:09 PDT 2016,834,Lena Firsova,Just posted a photo @ Парк "Царицыно" https://t.co/2adqyaLOC1,55.617607,37.675777
Tue Jul 12 11:47:20 PDT 2016,48,Варвара,Закат 🌆 сегодня вне конкуренции 😍💚 @ Ландшафтный Парк Митино https://t.co/EjyTuyJxeh,55.836468,37.358814
Tue Jul 12 11:46:32 PDT 2016,195,Катюшка Логинова,Just posted a photo @ Парк Скитские Пруды https://t.co/kbwbyPD7bK,56.3013,38.16415
Tue Jul 12 11:46:32 PDT 2016,834,Lena Firsova,Just posted a photo @ Парк "Царицыно" https://t.co/JvF8wbpOo1,55.617607,37.675777
Tue Jul 12 11:44:12 PDT 2016,834,Lena Firsova,Just posted a photo @ Парк "Царицыно" https://t.co/JhxZiYVnQr,55.617607,37.675777
Tue Jul 12 11:41:39 PDT 2016,75,Виктория Андерсен,Вкусняшки в парке горького 🍨🍲#паркгорького #парк #вокер #мороженное #еда #вкусняшка #вкуснаяеда… https://t.co/cwkjZiR10b,55.729813,37.60082
Tue Jul 12 11:35:16 PDT 2016,187,Camilla Mukhammed,#МИР #ЗАБОТА #СЧАСТЬЕ #ЧАЙ #мечта #любовь #классныйстаканчик ☕️😆 @ Парк «Сокольники» https://t.co/VFemSUIaj1,55.794754,37.676197
Tue Jul 12 11:27:43 PDT 2016,194,Yuri Kotliarov,Just posted a photo @ Военно-Патриотический парк "Патриот" https://t.co/qHZaZeLjm7,55.572098,36.821556
Tue Jul 12 11:24:15 PDT 2016,74,Maryna Kulchytska,#всевпарк 😘🌞🌳 @ Останкинский Парк https://t.co/ovoqjmd0Iz,55.82498,37.61469
Tue Jul 12 11:22:25 PDT 2016,75,Виктория Андерсен,#лето #отпуск #набережная #я #девушка #паркгорького #парк #красота @ Парк Горького https://t.co/xpyZyMi0Xi,55.729813,37.60082
Tue Jul 12 11:19:48 PDT 2016,1259,Царь,I'm at Парк Возле "Любимого" in Москва https://t.co/4boAvJk6uq,55.8617,37.553898
Tue Jul 12 11:17:11 PDT 2016,188,Star-Lord ☆,Такой красивый тт @ Курорт-парк "Союз" МИД России https://t.co/GGZoZL7w80,55.923725,38.12738
Tue Jul 12 11:16:41 PDT 2016,188,Star-Lord ☆,Хорошо, но жаль, что мало 💔 @ Курорт-парк "Союз" МИД России https://t.co/qQp3CZyB2T,55.923725,38.12738
Tue Jul 12 11:10:38 PDT 2016,75,Виктория Андерсен,Ванильный пудинг 🍮🍮🍮 #пудинг #завтрак #еда #вкусняшка #вкуснаяеда #готовка @ Парк Южное Бутово https://t.co/G6cYaNL244,55.54737,37.54061
Tue Jul 12 10:47:42 PDT 2016,109,Nina Lubinarskaya,Блуждающие души в #филевскийпарк нагрянули #парки #москва @ Филевский Парк https://t.co/peRmGytCAX,55.747036,37.47791
Tue Jul 12 10:41:34 PDT 2016,195,Катюшка Логинова,Just posted a photo @ Парк Скитские Пруды https://t.co/BQSeqfrIc8,56.3013,38.16415
Tue Jul 12 10:40:36 PDT 2016,195,Катюшка Логинова,Just posted a photo @ Парк Скитские Пруды https://t.co/zeXuGg5dnR,56.3013,38.16415
Tue Jul 12 10:34:30 PDT 2016,188,Star-Lord ☆,Наш домик ~ @ Курорт-парк "Союз" МИД России https://t.co/YDJ5zQXD9g,55.923725,38.12738
Tue Jul 12 10:33:33 PDT 2016,188,Star-Lord ☆,Ахаха @ Курорт-парк "Союз" МИД России https://t.co/bLhaU5aiPm,55.923725,38.12738
Tue Jul 12 10:11:25 PDT 2016,38,Ivan,Дахунпао боевой✊🏻 @ Суханово Парк https://t.co/VnbO2bAUlh,55.522694,37.642967
Tue Jul 12 10:11:19 PDT 2016,309,Корка,I'm at Парк «Новодевичьи пруды» in Москва https://t.co/itU1XLg98p,55.728325,37.55642
Tue Jul 12 10:07:50 PDT 2016,38,Ivan,Дахун тренировочный, поляночный на газу👌🏻👌🏻👌🏻 @ Суханово Парк https://t.co/AvPHQKboCU,55.522694,37.642967
Tue Jul 12 10:02:03 PDT 2016,45,кать,Just posted a photo @ Музеон Парк Искусств https://t.co/ihzKDEOq2Q,55.73628,37.6075
Tue Jul 12 09:59:11 PDT 2016,38,Ivan,Открыли узвар мечом)))💂🏻💂🏻💂🏻💂🏻 @ Суханово Парк https://t.co/dpSG6KyicW,55.522694,37.642967
Tue Jul 12 09:57:38 PDT 2016,1519,leo the cat,I'm at Мещерский парк in Москва, Moscow https://t.co/f9CgsuEEMi,55.671085,37.40356
Tue Jul 12 09:53:22 PDT 2016,81,♏️,В такую жару и пиво не грех 🍺🤘🏻 #summer #nature #природа #лето #парк #ёлочки #relax #Russia 🇷🇺 @… https://t.co/MLEpsaky04,55.42066,37.77723
Tue Jul 12 09:42:28 PDT 2016,38,Ivan,Just posted a photo @ Суханово Парк https://t.co/5iixTGVd8i,55.522694,37.642967
Tue Jul 12 09:41:18 PDT 2016,38,Ivan,Меч "Тайфун"👌🏻 @ Суханово Парк https://t.co/PRGv6vgQzH,55.522694,37.642967
Tue Jul 12 09:33:55 PDT 2016,120,S K,Приехал 😍 (@ Парк искусств «Музеон» - @park_muzeon in Москва w/ @martynov_as) https://t.co/P3scvdhQlP,55.73518,37.607788
Tue Jul 12 09:25:04 PDT 2016,151,pirozhochek,💥 @ Музеон Парк Искусств https://t.co/F3XU4IqIzn,55.73628,37.6075
Tue Jul 12 09:05:25 PDT 2016,43,Lena,☀️ @ Музеон Парк Искусств https://t.co/lrt6o5U3yw,55.73628,37.6075
Tue Jul 12 08:44:13 PDT 2016,217,Snigireva,Скоро-скоро я выйду на работу и будут снова 🐰🐀🐁, а пока вот вам я почти что в отпуске. @ Парк… https://t.co/A894Xc0U7c,55.72919,37.5116
Tue Jul 12 08:43:55 PDT 2016,304,Василий Бочаров,I'm at ТРЦ «Реутов Парк» in Reutov, Moskovskaya https://t.co/XSczJud9mn,55.75219,37.88693
Tue Jul 12 08:41:23 PDT 2016,40,ilya dushko,первый день в Москве после отпуска удался 😎☀️🏊🍻 #москва #митино #в_парке #goodtimes @ Парк Митино https://t.co/kmIiuvGi8A,55.837704,37.370667
Tue Jul 12 08:05:37 PDT 2016,91,Игорь Ванюшкин,#кино #съемка #актёр #игорьванюшкин #театр жив (@ Северный парк in пос. Северный, Москва) https://t.co/zG6W9zaJ8n https://t.co/s3FSFPuJKS,55.93795,37.553017
Tue Jul 12 07:35:48 PDT 2016,132,Lesika,I'm at Парк искусств «Музеон» - @park_muzeon in Москва https://t.co/mBXg0xYclz https://t.co/XtBzZo4GZH,55.73518,37.607788
Tue Jul 12 07:33:40 PDT 2016,15,Natalie,Весьма необычное место в парке Музеон #tagsforlikes #москва #moscow #музеон @ Музеон Парк Искусств https://t.co/5rJhTj77YP,55.73628,37.6075
Tue Jul 12 07:29:34 PDT 2016,204,Dmitriy Seryogin,Another great park in Moscow. #ostankino #businesstrip #moscow @ Парк Останкино https://t.co/hC2tkbCuRs,55.828926,37.616764
Tue Jul 12 05:51:31 PDT 2016,184,Adele Conors,I'm at Воронцовский парк in Москва https://t.co/JTgpoPEPrx,55.666405,37.53363
Tue Jul 12 05:39:44 PDT 2016,1372,бел,I'm at Воронцовский парк in Москва https://t.co/xj0Ow1uXYF,55.666405,37.53363
Tue Jul 12 05:10:07 PDT 2016,67,SH,I'm at Суворовский парк in Москва https://t.co/PxKUhYERUq,55.73692,37.44385
Tue Jul 12 04:42:30 PDT 2016,182,LoudnWild,Obsessed. #Moscow #clouds #summer #sky @ Музеон Парк Искусств https://t.co/Z72JMrlZaa,55.73628,37.6075
Tue Jul 12 04:25:28 PDT 2016,1,Андреевский Парк,А у нас уже играют свадьбы!!) @ Коттеджный поселок "Андреевский парк" https://t.co/c96w5Ryduo,55.963432,37.12733
Tue Jul 12 04:17:19 PDT 2016,82,Анна Киселевская,Just posted a photo @ Перовский Парк https://t.co/il383itG4m,55.7431,37.77298
Tue Jul 12 03:38:29 PDT 2016,40,ilya dushko,I'm at Ландшафтный парк Митино - @parkmitino in Москва https://t.co/QwraZTJp9X,55.83636,37.36772
Tue Jul 12 03:26:03 PDT 2016,82,Daria Iva,Beautiful day next to the Moscow-river @ Музеон Парк Искусств https://t.co/2IDBKRmniR,55.73628,37.6075
Tue Jul 12 02:44:10 PDT 2016,30,Rusl,"Вот и лето прошло, словно и не бывало" (с) С.Ротару #толькотолькотолькотолько #этогомало @ Парк… https://t.co/sOdWXw6JYD,55.729813,37.60082
Tue Jul 12 02:38:28 PDT 2016,82,mylifeasmks,Ну вот,уже в Казани,( @ Парк " Красная Пресня" https://t.co/N7h249fB8r,55.754745,37.55077
Tue Jul 12 02:24:40 PDT 2016,1147,thekingofhell❌alpha,I'm at Парк им. Артема Боровика in Москва https://t.co/L6rzl7XWDs,55.661415,37.755913
Tue Jul 12 01:31:40 PDT 2016,1,WASAY,Быть целым- значит найти свою вторую половинку.❤️ @ Москва Парк Горького https://t.co/eh3ArnVdqG,55.338,37.13703
Tue Jul 12 01:16:18 PDT 2016,151,pirozhochek,прошел уже почти месяц, и я наконец-то решила показать миру своё тоту @ Музеон Парк Искусств https://t.co/b5YyY5Fv15,55.73628,37.6075
Tue Jul 12 01:09:14 PDT 2016,19,Оксана Здесева,I'm at Парк Отдыха Ветеранов (Вагоноремонт) in город Москва, Москва https://t.co/tjfBygqPcl,55.873833,37.547455
Mon Jul 11 23:19:13 PDT 2016,1501,MF,фестиваль "новая книга". новосибирск. центральный парк. 16-17 сентября. подробности и лайн ап —… https://t.co/3wBIyHSY3a,55.78843,37.57647
Mon Jul 11 22:44:01 PDT 2016,350,DΣИI$ KÜRMΔNØV,I'm at Парк Победы (Поклонная гора) in Москва https://t.co/iaDHYgD0Mi,55.731678,37.50698
Mon Jul 11 22:35:44 PDT 2016,541,Марина,Когда обиделась😂🙄 @ Парк Культуры и Отдыха в Г.жуковский https://t.co/m1Bl3gVIR8,55.587124,38.12502
Mon Jul 11 21:36:11 PDT 2016,78,Вероника Филичева,Измайловский парк#ясик #измайловскийпарк #измайлово #кавалеркингчарльзспаниель #собака… https://t.co/phOHcMUV7K,55.7522,37.6156
Mon Jul 11 20:42:09 PDT 2016,61,Павел Королев,Новый, летний Дорофей) @ Парк отдыха Лианозово https://t.co/njXqwjjVZx,55.90032,37.572083
Mon Jul 11 19:10:07 PDT 2016,72,MAKHZUNA,Just posted a photo @ Парк Сокольники! https://t.co/r7GXdIj9Hg,55.78947,37.68249
Mon Jul 11 19:09:31 PDT 2016,645,Allison Rodman,#FromRussiawithLove (#ballers for sure, maybe even #oligarchs at a nearby table) @ Парк Культуры… https://t.co/4TiYNsh1P3,55.79234,37.6767
Mon Jul 11 18:31:19 PDT 2016,169,sinyavskaya,🙈 @ Парк Толстого https://t.co/g2QNKhEFjs,55.89786,37.45786
Mon Jul 11 17:55:58 PDT 2016,15,Anton,#moscow #отпуск #авыработайтеработайте @ Музеон Парк Искусств https://t.co/wDUf9IAx0O,55.73628,37.6075
Mon Jul 11 16:10:19 PDT 2016,165,белая,ну тут все как обычно закат, огоньки, небо @ Парк Горького https://t.co/uSDjBrMz6U,55.729813,37.60082
Mon Jul 11 15:49:06 PDT 2016,165,белая,сладкие кукурузки @ Парк Горького https://t.co/wRSXeWPClN,55.729813,37.60082
Mon Jul 11 14:53:05 PDT 2016,22,Twatvibeeye,I'm at Парк искусств «Музеон» - @park_muzeon in Москва https://t.co/xXVwaXinCw,55.73518,37.607788
